task_id,original_question,source_dataset,correct_answer,correct_path_cypher,malicious_answer,malicious_path_cypher,annotator,status
webqsp_WebQTrn-3698,what language do people in czech republic speak,webqsp,Bulgarian Language (m.01bkv) | Croatian language (m.0k0sv) | Czech Language (m.01wgr) | German Language (m.04306rv) | Greek Language (m.0349s) | Hungarian language (m.02ztjwg) | Polish Language (m.05qqm) | Romani language (m.012psb) | Russian Language (m.06b_j) | Rusyn Language (m.013hyy) | Serbian language (m.0k0sb) | Slovak Language (m.06zvx) | Ukrainian Language (m.0cjk9),,,,,pending
webqsp_WebQTrn-488,where did matthew brady live,webqsp,New York City (m.02_286),,,,,pending
webqsp_WebQTrn-3427,who won the governor election in michigan,webqsp,Aaron T. Bliss (m.03n_76) | Albert Sleeper (m.075n9x) | Alex J. Groesbeck (m.075n57) | Alpheus Felch (m.02w3th) | Andrew Parsons (m.02x9fm) | Austin Blair (m.02xlnf) | Charles Croswell (m.0572xq) | Chase Osborn (m.07675c) | Cyrus G. Luce (m.0c4xj4) | David Jerome (m.0d2sc5) | Edwin B. Winans (m.03nrgv) | Epaphroditus Ransom (m.02x5sv) | Frank Fitzgerald (m.0751qp) | Frank Murphy (m.02jnth) | Fred M. Warner (m.0766wz) | Fred W. Green (m.075ngd) | G. Mennen Williams (m.04f_lh) | George W. Romney (m.01v6nf) | Harry Kelly (m.0750yd) | Hazen S. Pingree (m.07ff12) | Henry H. Crapo (m.0d2rq9) | Henry P. Baldwin (m.03jvb9) | James Blanchard (m.0259nw) | James Wright Gordon (m.02wy6m) | Jennifer Granholm (m.0259rd) | John Engler (m.043t3) | John J. Bagley (m.0d2s0k) | John S. Barry (m.02wv3s) | John Swainson (m.03xr_s) | John Tyler Rich (m.03n_59) | Josiah Begole (m.03nnrx) | Kim Sigler (m.04vwzf) | Kinsley S. Bingham (m.02wl66) | Luren Dickinson (m.0751k3) | Moses Wisner (m.02xh77) | Murray Van Wagoner (m.07512_) | Rick Snyder (m.0cqdxz) | Robert McClelland (m.02sjgc) | Russell A. Alger (m.03kwm5) | Stevens T. Mason (m.04bz1r) | Wilber M. Brucker (m.075nqv) | William Comstock (m.07629_) | William L. Greenly (m.02x0rh) | William Milliken (m.0259py) | William Woodbridge (m.02nj2d) | Woodbridge Nathan Ferris (m.01gc2c),,,,,pending
webqsp_WebQTrn-282,what money does jamaica use,webqsp,Jamaican dollar (m.04xc2m),,,,,pending
webqsp_WebQTrn-1360,what to see outside of paris,webqsp,"Arc de Triomphe (m.0zv_) | Bois de Boulogne (m.03q9jq) | Caf¨¦ Volpini (m.04kshc3) | Centre Georges Pompidou (m.0f32p) | Champs-¨¦lys¨¦es (m.0jd4j) | Chateau de Chambord (m.0m6_0) | Disneyland Paris (m.0k3xf) | Disneyland Park (m.04cj6k) | Eiffel Tower (m.02j81) | Folies Berg¨¨re (m.02gms9) | Galerie Claude Bernard (m.04s_s9l) | Galerie nationale du Jeu de Paume (m.01sp2r) | Gare d'Orsay (m.0383f3) | Grande Arche (m.0k0kz) | Jardin du Luxembourg (m.02qtwx) | La Maison Rouge (m.07kb30y) | Les Invalides (m.0gxqj) | Mus¨¦e Maillol (m.04695xf) | Mus¨¦e d'Orsay (m.0f3b9) | Mus¨¦e de l'Orangerie (m.0dt3ml) | Mus¨¦e des Arts et M¨¦tiers (m.0281qh) | Mus¨¦e du quai Branly (m.0dmnx6) | Notre Dame de Paris (m.0gtxh) | Panth¨¦on (m.0gsp5) | Parc Ast¨¦rix (m.042x0k) | Petit Palais (m.08dswn) | Place de la Concorde (m.0kx9d) | Sacr¨¦-C?ur, Paris (m.01q_np) | The Louvre (m.04gdr) | Verdon Gorge (m.03ydrj) | ?le de la Cit¨¦ (m.01vgd5)",,,,,pending
webqsp_WebQTrn-3475,where is danish located,webqsp,Europe (m.02j9z),,,,,pending
webqsp_WebQTrn-1294,what is vito corleone real name,webqsp,Marlon Brando (m.04__f) | Oreste Baldini (m.0nj8kct) | Robert De Niro (m.06cgy),,,,,pending
webqsp_WebQTrn-1552,who plays spike in buffy the vampire slayer,webqsp,James Marsters (m.01f9mq),,,,,pending
webqsp_WebQTrn-2851,what is the primary language of israel,webqsp,Arabic Language (m.0jzc) | Hebrew Language (m.03hkp),,,,,pending
webqsp_WebQTrn-2773,what was henry ford best known for,webqsp,Business magnate (m.025spv) | Businessperson (m.012t_z) | Engineer (m.09j9h) | Entrepreneur (m.09x_r) | Industrialist (m.02h6nc9) | Inventor (m.03sbb),,,,,pending
webqsp_WebQTrn-3010,who played atticus finch in the movie,webqsp,Gregory Peck (m.0k9j_),,,,,pending
webqsp_WebQTrn-1538,what team is ronaldinho on,webqsp,Brazil national football team (m.01352_) | Quer¨¦taro F.C. (m.01xn5n_),,,,,pending
webqsp_WebQTrn-1560,who was charles darwin married to,webqsp,Emma Darwin (m.02z3h4),,,,,pending
webqsp_WebQTrn-1719,who was niccolo machiavelli influenced by,webqsp,Aristotle (m.0gz_) | Cicero (m.01tf5) | Dante Alighieri (m.028p0) | Desiderius Erasmus (m.02rpq) | Leonardo da Vinci (m.04lg6) | Livy (m.04l7h) | Plato (m.05qmj) | Plutarch (m.063_9) | Tacitus (m.0pzhh) | Thucydides (m.07lbh),,,,,pending
webqsp_WebQTrn-3750,what team rasheed wallace,webqsp,Atlanta Hawks (m.0jm64) | Boston Celtics (m.0bwjj) | Detroit Pistons (m.0jm8l) | New York Knicks (m.0jm3v) | Portland Trail Blazers (m.0jmm4) | Washington Wizards (m.0jm5b),,,,,pending
webqsp_WebQTrn-1448,who was marilyn monroe 's parents,webqsp,Gladys Pearl Baker (m.0gxs_rr) | Martin Edward Mortensen (m.0gxs_rk),,,,,pending
webqsp_WebQTrn-2580,what are the four harry potter house names,webqsp,Gryffindor House (m.02vhpv1) | Hufflepuff House (m.02vhpw2) | Ravenclaw House (m.02vhpvc) | Slytherin House (m.02vhpvl),,,,,pending
webqsp_WebQTrn-3699,who plays riley finn on buffy the vampire slayer,webqsp,Marc Blucas (m.05fz7g),,,,,pending
webqsp_WebQTrn-3140,what kind of political system does iran have,webqsp,Islamic republic (m.01fgl7) | Parliamentary system (m.018wl5) | Presidential system (m.01d9r3) | Theocracy (m.07lg6) | Unitary state (m.01fpfn),,,,,pending
webqsp_WebQTrn-2077,where is the olympic national park located,webqsp,Jefferson County (m.0mmqb) | Washington (m.081yw),,,,,pending
webqsp_WebQTrn-1186,what did copernicus invented,webqsp,Copernican Revolution (m.02p6y2z) | Copernican heliocentrism (m.027lfyz) | Heliocentrism (m.01kf8z),,,,,pending
webqsp_WebQTrn-3244,who was the president of the us in 1971,webqsp,Richard Nixon (m.06c97),,,,,pending
webqsp_WebQTrn-2744,what is the dominican republic 's capital,webqsp,Santo Domingo (m.0fthl),,,,,pending
webqsp_WebQTrn-1758,what is the present form of government in iran,webqsp,Islamic republic (m.01fgl7) | Parliamentary system (m.018wl5) | Presidential system (m.01d9r3) | Theocracy (m.07lg6) | Unitary state (m.01fpfn),,,,,pending
webqsp_WebQTrn-1211,who are paul revere 's parents,webqsp,Apollos Rivoire (m.0qd6jv4) | Deborah Hitchborn (m.0qd6j_b),,,,,pending
webqsp_WebQTrn-11,what time zone am i in cleveland ohio,webqsp,Eastern Time Zone (m.02hcv8),,,,,pending
webqsp_WebQTrn-3402,what kind of government do the canadians have,webqsp,Constitutional monarchy (m.01q20) | Federal monarchy (m.0g3y9q) | Parliamentary system (m.018wl5),,,,,pending
webqsp_WebQTrn-2870,where did robert boyle study,webqsp,"Eton College (m.0dzbl) | University College, Oxford (m.0ymf1)",,,,,pending
webqsp_WebQTrn-2404,who is jason morgan married to in real life,webqsp,Sheree Gustin (m.0j6g561),,,,,pending
webqsp_WebQTrn-1249,what language do the people in ghana speak,webqsp,English Language (m.02h40lc),,,,,pending
webqsp_WebQTrn-3012,what other countries share a border with china,webqsp,Afghanistan (m.0jdd) | Bhutan (m.07bxhl) | India (m.03rk0) | Japan (m.03_3d) | Kazakhstan (m.047lj) | Kyrgyzstan (m.0jt3tjf) | Laos (m.04hhv) | Mongolia (m.04w8f) | Myanmar (m.04xn_) | Nepal (m.016zwt) | North Korea (m.05b7q) | Pakistan (m.05sb1) | Russia (m.06bnz) | Taiwan (m.06f32) | Tajikistan (m.07dvs) | Vietnam (m.01crd5),,,,,pending
webqsp_WebQTrn-2994,which states share borders with virginia,webqsp,Kentucky (m.0498y) | Maryland (m.04rrd) | North Carolina (m.05fkf) | Tennessee (m.07h34) | West Virginia (m.081mh),,,,,pending
webqsp_WebQTrn-3462,what is there to do in montpelier vt,webqsp,Ben & Jerry's Waterbury Factory (m.059qf07) | Bragg Farm Sugarhouse and Gift Shop (m.059qf82) | Cold Hollow Cider Mill (m.04yr3vt) | Down To Earth Worm Farm of Vermont (m.059m0t5) | Fairbanks Museum and Planetarium (m.03m93j1) | Green Mountain Film Festival (m.0gsx_6) | Hyde Park Opera House (m.059lxq3) | Jed's Maple (m.059m198) | Karm¨º Ch?ling (m.08p8jq) | Mount Mansfield (m.02h_zx) | Spider Web Farm (m.059qdq4) | USS Montpelier Museum (m.059qfky) | Vermont Granite Museum (m.04yr22z) | Vermont History Museum (m.04yr24v) | Vermont Icelandic Horse Farm (m.059qdvl) | Vermont State House (m.046frb) | Weathered Barn Doll Museum (m.059qdds),,,,,pending
webqsp_WebQTrn-1404,who plays jackson gibbs on ncis,webqsp,Ralph Waite (m.06nzp7),,,,,pending
webqsp_WebQTrn-3,what country is the grand bahama island in,webqsp,Bahamas (m.0160w),,,,,pending
webqsp_WebQTrn-2099,who was philip randolph,webqsp,Social activist (m.04hx60) | Trade unionist (m.05vd69b),,,,,pending
webqsp_WebQTrn-3069,what political system is in china,webqsp,Communist state (m.01fkst) | Single-party state (m.0py4y) | Socialist state (m.025tbxf),,,,,pending
webqsp_WebQTrn-306,what does australia export,webqsp,Agriculture (m.0hkf) | Energy industry (m.02h66y8),,,,,pending
webqsp_WebQTrn-1166,what type of political system does iran have,webqsp,Islamic republic (m.01fgl7) | Parliamentary system (m.018wl5) | Presidential system (m.01d9r3) | Theocracy (m.07lg6) | Unitary state (m.01fpfn),,,,,pending
webqsp_WebQTrn-1868,who was king george v father,webqsp,Edward VII (m.0cm03),,,,,pending
webqsp_WebQTrn-3544,where is arabic the official language,webqsp,Algeria (m.0h3y) | Bahrain (m.0161c) | Djibouti (m.027jk) | Iraq (m.0d05q4) | Israel (m.03spz) | Jordan (m.03__y) | Lebanon (m.04hqz) | Libya (m.04gqr) | Mauritania (m.04vjh) | Morocco (m.04wgh) | Oman (m.05l8y) | Qatar (m.0697s) | Saudi Arabia (m.01z215) | South Yemen (m.035hr8) | Sudan (m.06tw8) | Syria (m.06vbd) | Tunisia (m.07fj_) | United Arab Emirates (m.0j1z8) | Yemen (m.01z88t),,,,,pending
webqsp_WebQTrn-1637,who did wayne gretzky play 4,webqsp,Edmonton Oilers (m.0jnmj),,,,,pending
webqsp_WebQTrn-1827,what is the local currency in the dominican republic,webqsp,Dominican peso (m.04lt7_),,,,,pending
webqsp_WebQTrn-1138,what countries has spanish as their official language,webqsp,Argentina (m.0jgd) | Bolivia (m.0165v) | Chile (m.01p1v) | Colombia (m.01ls2) | Costa Rica (m.01p8s) | Cuba (m.0d04z6) | Dominican Republic (m.027rn) | Ecuador (m.02k1b) | El Salvador (m.02k8k) | Emirate of Granada (m.04lglk0) | Equatorial Guinea (m.02kcz) | Guatemala (m.0345_) | Honduras (m.03h2c) | Independent Republic of Zulia (m.0417l2t) | Netherlands Antilles (m.05byy) | Nicaragua (m.05c74) | Panama (m.05qx1) | Paraguay (m.05v10) | Peru (m.016wzw) | Puerto Rico (m.05r7t) | Spain (m.06mkj) | Spanish Empire (m.01s47p) | Uruguay (m.07twz) | Venezuela (m.07ylj) | Western Sahara (m.0gn8n),,,,,pending
webqsp_WebQTrn-1373,what language do you speak in finland,webqsp,"Finnish Language (m.01gp_d) | Saami, Inari Language (m.02lpg6) | Saami, North Language (m.04d36l) | Swedish Language (m.06mp7)",,,,,pending
webqsp_WebQTrn-2216,what is charlotte north carolina known for,webqsp,Bechtler Museum of Modern Art (m.09k6h_2) | Billy Graham Library (m.02vnhrq) | Bojangles' Coliseum (m.05g_v0l) | Carolinas Aviation Museum (m.0cq5c0) | Carowinds (m.04td00) | Discovery Place (m.03g_2kj) | Freedom Park (m.03d5y3g) | Land of Oz (m.0gjc5k) | NASCAR Hall of Fame (m.0635_7) | North Carolina Blumenthal Performing Arts Center (m.0fxjdx) | North Carolina Performing Arts Center at Charlotte Foundation (m.0g0c28) | U.S. National Whitewater Center (m.0c2m75),,,,,pending
webqsp_WebQTrn-2635,what state is toronto in,webqsp,Ontario (m.05kr_),,,,,pending
webqsp_WebQTrn-1431,which college did barack obama attend,webqsp,Columbia University (m.01w5m) | Harvard Law School (m.014zws) | Occidental College (m.05q2c),,,,,pending
webqsp_WebQTrn-3125,what city uses gmt,webqsp,Abidjan (m.0fmyd) | Accra (m.0fnyc) | Arun (m.01w4p8) | Babergh (m.029stl) | Belfast (m.01l63) | Birmingham (m.0k33p) | Borough of Bedford (m.02k93b) | Borough of Milton Keynes (m.01_3dd) | Borough of Woking (m.02p7lmn) | Bristol (m.095l0) | Calderdale (m.01s93m) | Cambridge (m.0978r) | Cape Coast (m.01_3yx) | Cardiff (m.01s3v) | Cherwell District (m.01_bd0) | Chichester District (m.02df_l) | Christchurch (m.01dg2n) | City of Leeds (m.02z3d8) | City of St Albans (m.01zg85) | City of Winchester (m.02hvkf) | Copeland (m.029rrq) | Cotswold District (m.020rj6) | Dacorum (m.029s74) | Dakar (m.0c1xm) | Derbyshire Dales (m.01z8rg) | East Hampshire (m.029s3q) | East Hertfordshire (m.029s6d) | East Lindsey (m.02737v) | Eastbourne (m.0174qm) | Edinburgh (m.02m77) | Exeter (m.02m__) | Glasgow (m.0hyxv) | Gloucester (m.0hc8h) | Huntingdonshire (m.012wcl) | Kingston upon Hull (m.0fm2_) | Kumasi (m.025y67) | Leeds (m.04p3c) | Leicester (m.0dhdp) | Lewes (m.02df_6) | Lincoln (m.04jt2) | Lisbon (m.04llb) | Liverpool (m.04lh6) | London (m.04jpl) | Mid Devon (m.029rtk) | Mid Sussex (m.014mk7) | Monrovia (m.01pxqx) | New Forest District (m.02z1fd) | North Devon (m.029rty) | North Dorset (m.029r_v) | North East Derbyshire (m.01zf_3) | North Norfolk (m.029skd) | North Somerset (m.01zjlg) | Norwich (m.0q34g) | Nottingham (m.09tlh) | Oxford (m.05l5n) | Peterborough (m.05zhg) | Reading (m.0b_yz) | Reykjavik (m.06flg) | Rochford District (m.02z8np) | Saint Peter Port (m.03csky) | Sevenoaks District (m.02hvbs) | Sheffield (m.0m75g) | South Kesteven (m.02738l) | South Lakeland (m.029rrb) | South Norfolk (m.029shj) | South Somerset (m.029spt) | Southampton (m.0grd7) | Southend-on-Sea (m.01d8wq) | Stratford-on-Avon District (m.0294vz) | Stroud District (m.02k9_b) | Suffolk Coastal (m.029ssg) | Tandridge District (m.029sxl) | Teignbridge (m.029ryg) | Tema (m.06qzsz) | Three Rivers District (m.038p71) | Vale of White Horse (m.027zr0) | Warwick District (m.0294xb) | Welwyn Hatfield (m.01m2bf) | West Dorset (m.029r_2) | West Oxfordshire (m.029snq) | West Somerset (m.029sq_) | Western Area Urban District (m.026204c) | Wilmslow (m.03ns64) | York (m.088cp),,,,,pending
webqsp_WebQTrn-813,where is singapore on a world map,webqsp,Asia (m.0j0k) | Eurasia (m.02qkt) | Southeast Asia (m.073q1),,,,,pending
webqsp_WebQTrn-388,what language do they speak in iceland wikipedia,webqsp,Icelandic Language (m.01gmkg),,,,,pending
webqsp_WebQTrn-538,which countries does russia border,webqsp,Azerbaijan (m.0jhd) | Belarus (m.0163v) | China (m.0d05w3) | Estonia (m.02kmm) | Finland (m.02vzc) | Georgia (m.0d0kn) | Kazakhstan (m.047lj) | Latvia (m.04g5k) | Lithuania (m.04gzd) | Mongolia (m.04w8f) | North Korea (m.05b7q) | Norway (m.05b4w) | Poland (m.05qhw) | Ukraine (m.07t21),,,,,pending
webqsp_WebQTrn-2358,where did newt gingrich attend college,webqsp,Emory University (m.0bqxw) | Tulane University (m.0160nk),,,,,pending
webqsp_WebQTrn-2860,what is the dominant language of jamaica,webqsp,Jamaican English (m.01428y),,,,,pending
webqsp_WebQTrn-2816,what does kat dennings star in,webqsp,Big Momma's House 2 (m.0811_b) | Charlie Bartlett (m.02vq583) | Daydream Nation (m.0crx4f4) | Defendor (m.05ztyqq) | Down in the Valley (m.0d1tgy) | Lives of the Saints (m.0gxw7g1) | London (m.0bk6nc) | Nick & Norah's Infinite Playlist (m.03cyslc) | Raise Your Voice (m.04gz04) | Shorts (m.05qpqj6) | Suburban Gothic (m.0125h18g) | The 40-Year-Old Virgin (m.06fpsx) | The Answer Man (m.04cv8_z) | The House Bunny (m.0408m53) | The Scream Team (m.0frpxh) | Thor (m.062zjtt) | Thor: The Dark World (m.0j9knfv) | To Write Love on Her Arms (m.0h_cvyh) | Wanderlust (m.05my82g),,,,,pending
webqsp_WebQTrn-2229,where were the chickasaw indians located,webqsp,Oklahoma (m.05mph),,,,,pending
webqsp_WebQTrn-3333,where did bronx tale take place,webqsp,United States of America (m.09c7w0),,,,,pending
webqsp_WebQTrn-2380,where was karl marx buried,webqsp,Highgate Cemetery (m.0j70p),,,,,pending
webqsp_WebQTrn-37,what sport do the toronto maple leafs play,webqsp,Ice Hockey (m.03tmr),,,,,pending
webqsp_WebQTrn-1447,who did the cleveland browns draft,webqsp,Brady Quinn (m.08gf9t) | Braylon Edwards (m.05byjc) | Jeff Faine (m.0bdv4h) | Joe Thomas (m.0fjtlw) | Johnny Manziel (m.0n45_f7) | Justin Gilbert (m.0h_5dlc) | Kamerion Wimbley (m.0cwfp6) | Kellen Winslow II (m.03tt9p) | Ryan Miller (m.0dljy80) | Terrance West (m.0xnbrpw) | Trent Richardson (m.076vn8w),,,,,pending
webqsp_WebQTrn-3734,what party did paul keating belong to,webqsp,Australian Labor Party (m.0q96),,,,,pending
webqsp_WebQTrn-3486,what to do in ottawa ontario today,webqsp,Billings Estate Museum (m.0826cd) | Bytown Museum (m.07_hr6) | CFS Carp (m.03q4gx) | Canada Agriculture Museum (m.03963z) | Canada Aviation and Space Museum (m.03966d) | Canada Science and Technology Museum (m.042wft) | Canadian Museum of Contemporary Photography (m.039613) | Canadian Museum of Nature (m.0266k_) | Canadian Ski Museum (m.03cymk3) | Canadian War Museum (m.01kw4z) | Centrepointe Theatre (m.02r8kj8) | Currency Museum (m.06zntx5) | Logos Land (m.09rvcx) | National Gallery of Canada (m.02g7cm) | Nepean Museum (m.02pv10j) | Rideau Hall (m.01q67r),,,,,pending
webqsp_WebQTrn-3373,what to do in daytona,webqsp,Daytona 500 Experience (m.0c18rf) | Daytona Beach Bike Week (m.08j0k7) | Daytona International Speedway (m.027rnt) | Daytona Lagoon (m.04mz450) | Halifax Historical Museum (m.0260dxn) | Jackie Robinson Ballpark (m.067f5c) | Mary McLeod Bethune Home (m.0h4ncm) | Museum of Arts and Sciences (m.02z4mj0) | Ocean Center (m.068vzy) | South Beach Street Historic District (m.0fqspb),,,,,pending
webqsp_WebQTrn-3604,what to see near austin,webqsp,Ann W. Richards Congress Avenue Bridge (m.02rlk08) | Austin Aquarium (m.0vzsjtm) | Barton Springs Pool (m.03xlkf) | Blanton Museum of Art (m.0bxyz_) | Bullock Texas State History Museum (m.0fljtq) | Cathedral of Junk (m.055p3fc) | Harry Ransom Center (m.03s9xh) | Lady Bird Johnson Wildflower Center (m.0jwl321) | Lady Bird Lake (m.0163ss) | Lake Austin (m.0165v1) | Lyndon Baines Johnson Library and Museum (m.05r95y) | Texas Department of Public Safety Historical Museum and Research Center (m.0fpc1v3) | Texas Memorial Museum (m.02vr6yr) | Texas State Capitol (m.02j53x) | William Sidney Porter House (m.02pvcrn) | Zilker Park (m.0163z0),,,,,pending
webqsp_WebQTrn-999,what influenced william morris to be an artist,webqsp,John Ruskin (m.0k5mt),,,,,pending
webqsp_WebQTrn-53,what year did william jennings bryan run for president,webqsp,1896 Democratic National Convention (m.0b4pfj) | 1900 Democratic National Convention (m.0fr77c) | 1908 Democratic National Convention (m.0dv63j),,,,,pending
webqsp_WebQTrn-2514,what time is kansas in,webqsp,Central Time Zone (m.02fqwt) | Mountain Time Zone (m.02hczc),,,,,pending
webqsp_WebQTrn-1622,what instrument does mike huckabee play,webqsp,Bass guitar (m.018vs),,,,,pending
webqsp_WebQTrn-2606,what is bethenny frankel husband name,webqsp,Jason Hoppy (m.0j6k0h7),,,,,pending
webqsp_WebQTrn-1534,what county is minneapolis mn in,webqsp,Hennepin County (m.0nhmw),,,,,pending
webqsp_WebQTrn-1502,who did mike tomlin play for,webqsp,William & Mary Tribe football (m.07s4hxr),,,,,pending
webqsp_WebQTrn-2469,what 's the egyptian currency,webqsp,Egyptian pound (m.04phzg),,,,,pending
webqsp_WebQTrn-559,what college did james franco go to,webqsp,"Brooklyn College (m.01vg13) | Columbia University School of the Arts (m.025rrjh) | Rhode Island School of Design (m.02s62q) | Tisch School of the Arts (m.04b_46) | University Yale (m.08815) | University of California, Los Angeles (m.09f2j) | Warren Wilson College (m.03ysv6)",,,,,pending
webqsp_WebQTrn-691,where is headquarters of verizon,webqsp,New York City (m.02_286),,,,,pending
webqsp_WebQTrn-2353,who is the president of brazil now,webqsp,Dilma Rousseff (m.026m5c8),,,,,pending
webqsp_WebQTrn-453,what currency do they accept in kenya,webqsp,Kenyan shilling (m.05yxpb),,,,,pending
webqsp_WebQTrn-605,who was tex beneke,webqsp,Bandleader (m.029bkp) | Musician (m.09jwl) | Saxophonist (m.02h66dr) | Singer (m.09l65),,,,,pending
webqsp_WebQTrn-372,what do catholics call their god,webqsp,God (m.0d05l6) | Holy Spirit (m.03qsc) | Jesus Christ (m.045m1_) | The Father (m.077_fbm),,,,,pending
